"Datum zahájení";"Město";"Název";"Odběratel";"Ulice";"Číslo faktury";"Jazyk";"GPS";"Poznámka";"Ozvučení";"Čas příjezdu (na akci)";"Čas odjezdu (na akci)";"Příprava";"Smlouva";"Web";"Kontaktní osoby";"Země";"Kraj";"Způsob dopravy"
"18.11.2018";"Strunkovice nad Blanicí";"Strunkovice nad Blanicí 18.11.2018";"Městys Strunkovice nad Blanicí";"Kino";"A-př.032/2018";"Čeština";"49.084317,14.053980";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"19.11.2018";"České Budějovice";"České Budějovice 17.11.2018";"Ing. Tomáš Karlík";"Horká Vana";"P-př.051/2018";"Čeština";"48.977420,14.472683";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"17.11.2018";"Praha ";"Praha 17.11.2018";"Díky, že můžem, z. s.";"Národní Třída";"P-hot.009/2018";"Čeština";"50.080625,14.413923";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"1.9.2013";"Písek";"Písek 1.9.2013";"Luboš Cahák - AGENTURA MONIKA";"Centrum";"A-př.21/2013";"Čeština";"49.309842,14.146576";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"7.9.2013";"Třebovle";"Třebovle 7.9.2013";"Ameba Production, spol. s r.o. ";"U Hřiště";"P-př.29/2013";"Čeština";"50.028576,14.964767";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"8.9.2013";"Prachatice";"Prachatice 8.9.2013";"Národní muzeum";"Velké náměstí 43";"P-př.27/2013";"Čeština";"49.012486,13.997819";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"8.9.2013";"Prachatice";"Prachatice 8.9.2013";"Národní muzeum";"Velké náměstí 43";"P-př.28/2013";"Čeština";"49.012486,13.997819";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"11.9.2013";"Praha ";"Praha 11.9.2013";"Základní škola Zahrádka, Praha 3, U Zásobní zahrady 8";"Mš";"A-hot.12/2013";"Čeština";"50.086731,14.466890";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"14.9.2013";"Tábor";"Tábor 14.9.2013";"Město Tábor";"Holečkovy Sady";"A-př.24/2013";"Čeština";"49.413012,14.655070";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"14.9.2013";"Ostrá";"Ostrá 14.9.2013";"Botanicus, spol. s r.o.";"Botanicus";"P-hot.15/2013";"Čeština";"50.180512,14.894912";"2x";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"14.9.2013";"Ostrá";"Ostrá 14.9.2013";"ZDVOJENO";"Botanicus";"ZDVOJENO";"Čeština";"50.180512,14.894912";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"15.9.2013";"Brno";"Brno 15.9.2013";"Kulturní a vzdělávací středisko "U Tří kohoutů", příspěvková organizace";"Björnsenův sad";"A-př.23/2013";"Čeština";"49.207160,16.593716";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihomoravský";"Iveco"
"12.9.2013";"Jičín";"Jičín 12.9.2013";"Nadační fond Jičín-Město pohádky";"Valdštejnovo náměstí";"A-př.25/2013";"Čeština";"50.436045,15.349702";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"13.9.2013";"Jičín";"Jičín 13.9.2013";"Nadační fond Jičín-Město pohádky";"Valdštejnovo náměstí";"A-př.25/2013";"Čeština";"50.436045,15.349702";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"14.9.2013";"Jičín";"Jičín 14.9.2013";"Nadační fond Jičín-Město pohádky";"Valdštejnovo náměstí";"A-př.25/2013";"Čeština";"50.436045,15.349702";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"15.9.2013";"Jičín";"Jičín 15.9.2013";"Nadační fond Jičín-Město pohádky";"Valdštějnovo náměstí";"A-př.25/2013";"Čeština";"50.436045,15.349702";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"21.9.2013";"Budičovice";"Budičovice 21.9.2013";"Letní dům, z.ú.";"Budičovice,Skály";"A-př.26/2013";"Čeština";"49.215632,14.156010";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"20.9.2013";"Chotěboř";"Chotěboř 20.9.2013";"Junior - dům dětí a mládeže, středisko volného času, Chotěboř, Tyršova 793";"Dům dětí a mládeže";"P-hot.16/2013";"Čeština";"49.717684,15.673636";"";"";"";"";"0 min";"";"";"";"Česká republika";"Východočeský";"Iveco"
"27.9.2013";"Beroun";"Beroun 27.9.2013";"Městské kulturní centrum Beroun";"nám. Joachima Barranda";"A-př.27/2013";"Čeština";"49.965039,14.072690";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"28.9.2013";"Regensburg";"Regensburg 28.9.2013";"Statutární město Plzeň";"Haidplaz 8";"P-př.30/2013";"Čeština";"49.019891,12.093076";"";"";"";"";"0 min";"";"";"";"Německo";"";"Iveco"
"28.9.2013";"Ostrá";"Ostrá 28.9.2013";"Botanicus, spol. s r.o.";"Botanicus";"A-hot.13/2013";"Čeština";"50.180423,14.894959";"2x";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"28.9.2013";"Ostrá";"Ostrá 28.9.2013";"ZDVOJENO";"Botanicus";"ZDVOJENO";"Čeština";"50.180423,14.894959";"2x";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"27.10.2018";"Dobřejovice";"Dobřejovice 27.10.2018";"Obec Hosín";"KD";"P-př.049/2018";"Čeština";"49.065597,14.485182";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"22.11.2018";"Horní Planá";"Horní Planá 22.11.2018";"Město Horní Planá";"KD";"P-hot.010/2018";"Čeština";"48.767228,14.033319";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"24.11.2018";"Žleby";"Žleby 24-25.11.2018";"SPRÁVA STÁTNÍHO ZÁMKU ŽLEBY";"Zámek";"A-př.033/2018";"Čeština";"49.888255,15.484004";"24.11.2018 3x";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"24.11.2018";"Žleby";"Žleby 24-25.11.2018";"ZDVOJENO";"Zámek";"ZDVOJENO";"Čeština";"49.888255,15.484004";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"24.11.2018";"Žleby";"Žleby 24.11.2018";"ZDVOJENO";"Zámek";"ZDVOJENO";"Čeština";"49.888255,15.484004";"24.11.2018 3x";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"25.11.2018";"Žleby";"Žleby 24-25.11.2018";"ZDVOJENO";"Zámek";"ZDVOJENO";"Čeština";"49.888255,15.484004";"25.11.2018 3x";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"25.11.2018";"Žleby";"Žleby 24-25.11.2018";"ZDVOJENO";"Zámek";"ZDVOJENO";"Čeština";"49.888255,15.484004";"25.11.2018 3x";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"25.11.2018";"Žleby";"Žleby 24-25.11.2018";"ZDVOJENO";"Zámek";"ZDVOJENO";"Čeština";"49.888255,15.484004";"25.11.2018 3x";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"30.11.2018";"Tábor";"Tábor 30.11.2018";"Město Tábor";"Žižkovo náměstí";"P-př.054/2018";"Čeština";"49.414351,14.658710";"Andělská pošta";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"12.10.2013";"České Budějovice";"České Budějovice 12.10.2013";"Pavel Řeháček";"Náměstí";"A-hot.14/2013";"Čeština";"48.974497,14.474888";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"23.10.2013";"Písek";"Písek 23.10.2013";"WIP Reklama spol. s r.o.";"Velké náměstí";"A-př.28/2013";"Čeština";"49.308248,14.147482";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"24.10.2013";"České Budějovice";"České Budějovice 24.10.2013";"Jan Samohýl";"Náměstí";"A-přijm.01/2013";"Čeština";"48.974456,14.474901";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"28.10.2013";"Plzeň";"Plzeň 28.10.2013";"Statutární město Plzeň";"Městská beseda";"P-př.31/2013";"Čeština";"49.744630,13.376977";"";"";"";"";"0 min";"";"";"";"Česká republika";"Západočeský";"Iveco"
"1.11.2013";"Soběslav";"Soběslav 1.11.2013";"Karromato z.s.";"KD";"A-př.29/2013";"Čeština";"49.260601,14.716254";"2x";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"1.11.2013";"Soběslav";"Soběslav 1.11.2013";"Městské středisko kultury a sportu";"KD";"A-př.30/2013";"Čeština";"49.260601,14.716254";"2x";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"8.11.2013";"Veselí nad Lužnicí";"Veselí nad Lužnicí 8.11.2013";"Kulturní dům, příspěvková organizace";"KD";"A-hot.15/2013";"Čeština";"49.185191,14.701437";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"17.11.2013";"Jindřichův Hradec";"Jindřichův Hradec 17.11.2013";"Luboš Sobotka";"KD Střelnice";"P-př.34/2013";"Čeština";"49.145718,15.003372";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"18.11.2013";"Jánské Lázně";"Jánské Lázně 18.11.2013";"Luboš Sobotka";"Kino";"P-př.35/2013";"Čeština";"50.630523,15.780526";"";"";"";"";"0 min";"";"";"";"Česká republika";"Východočeský";"Iveco"
"19.11.2013";"Varnsdorf";"Varnsdorf 19.11.2013";"Městské divadlo Varnsdorf, příspěvková organizace";"Divadlo";"P-př.33/2013";"Čeština";"50.909134,14.632535";"2x";"";"";"";"0 min";"";"";"";"Česká republika";"Severočeský";"Iveco"
"19.11.2013";"Varnsdorf";"Varnsdorf 19.11.2013";"ZDVOJENO";"Divadlo";"ZDVOJENO";"Čeština";"50.909134,14.632535";"2x";"";"";"";"0 min";"";"";"";"Česká republika";"Severočeský";"Iveco"
"21.11.2013";"České Budějovice";"České Budějovice 21.11.2013";"Agentura Kultur-Kontakt";"E-on";"P-př.36/2013";"Čeština";"48.971390,14.472184";"Mikuláš čert anděl";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"23.11.2013";"Křemže";"Křemže 23.11.2013";"Spolek Kamínky";"Náměstí";"P-př.37/2013";"Čeština";"48.904429,14.305425";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"24.11.2013";"Kouřim";"Kouřim 24.11.2013";"Město Kouřim";"Mírové náměstí 145";"A-př.31/2013";"Čeština";"50.002290,14.977859";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"30.11.2013";"Sychrov ";"Sychrov 30.11.2013";"Národní památkový ústav";"Zámek";"P-hot.18/2013";"Čeština";"50.626294,15.088721";"30.11.2013 3x Byla cesta byla ušlapaná";"";"";"";"0 min";"";"";"";"Česká republika";"Severočeský";"Iveco"
"30.11.2013";"Sychrov ";"Sychrov 30.11.2013";"ZDVOJENO";"Zámek";"ZDVOJENO";"Čeština";"50.626294,15.088721";"";"";"";"";"0 min";"";"";"";"Česká republika";"Severočeský";"Iveco"
"30.11.2013";"Sychrov ";"Sychrov 30.11.2013";"ZDVOJENO";"Zámek";"ZDVOJENO";"Čeština";"50.626294,15.088721";"3x";"";"";"";"0 min";"";"";"";"Česká republika";"Severočeský";"Iveco"
"1.12.2013";"Sychrov ";"Sychrov 1.12.2013";"ZDVOJENO";"Zámek";"ZDVOJENO";"Čeština";"50.626294,15.088721";"3x 1.12.2013";"";"";"";"0 min";"";"";"";"Česká republika";"Severočeský";"Iveco"
"1.12.2013";"Sychrov ";"Sychrov 1.12.2013";"ZDVOJENO";"Zámek";"ZDVOJENO";"Čeština";"50.626294,15.088721";"3x";"";"";"";"0 min";"";"";"";"Česká republika";"Severočeský";"Iveco"
"1.12.2013";"Sychrov ";"Sychrov 1.12.2013";"ZDVOJENO";"Zámek";"ZDVOJENO";"Čeština";"50.626294,15.088721";"1.12.2013 3x";"";"";"";"0 min";"";"";"";"Česká republika";"Severočeský";"Iveco"
"1.12.2013";"Český Brod";"Český Brod 1.12.2013";"Město Český Brod";"Náměstí Arnošta z Pardubic";"A-př.32/2013";"Čeština";"50.074151,14.860555";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"1.12.2013";"Duchcov";"Duchcov 1.12.2013";"Město Duchcov Kulturní centrum Duchcov";"Náměstí Republiky";"P-hot.17/2013";"Čeština";"50.602115,13.746335";"Andělé";"";"";"";"0 min";"";"";"";"Česká republika";"Severočeský";"Iveco"
"5.12.2013";"Ostrava";"Ostrava 5.12.2013";"Centrum kultury a vzdělávání Moravská Ostrava, příspěvková organizace";"Masarykovo náměstí";"P-přijm.02/2013";"Čeština";"49.835313,18.293033";"Mikuláš čert anděl";"";"";"";"0 min";"";"";"";"Česká republika";"Severomoravský";"Iveco"
"5.12.2013";"Chlum u Třeboně";"Chlum u Třeboně 5.12.2013";"Obec Staňkov";"Náměstí";"A-hot.16/2013";"Čeština";"48.962996,14.930791";"Adventtní kalendárium
Příjmový doklad+ faktura";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"6.12.2013";"Teplice";"Teplice 6.12.2013";"Luboš Cahák - AGENTURA MONIKA";"Náměstí svobody";"A-př.33/2013";"Čeština";"50.640589,13.824325";"Mikuláč ,čert,anděl";"";"";"";"0 min";"";"";"";"Česká republika";"Severočeský";"Iveco"
"7.12.2013";"Kladno";"Kladno 7.12.2013";"Luboš Cahák - AGENTURA MONIKA";"OC";"A-př.33/2013";"Čeština";"50.142834,14.102069";"Mikuláš čert anděl";"";"";"";"0 min";"";"";"";"Česká republika";"Severočeský";"Iveco"
"7.12.2013";"Vyšší Brod";"Vyšší Brod 7.12.2013";"ART Service Kristýna Štěpánková";"Náměstí";"A-hot.17/2013";"Čeština";"48.615480,14.312296";"Jen Alča";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"7.12.2013";"Jimlín";"Jimlín 7.12.2013";"Ing. Petr Dočkal";"Zámek Nový Hrad";"A-př.34/2013";"Čeština";"50.319933,13.748849";"";"";"";"";"0 min";"";"";"";"Česká republika";"Západočeský";"Iveco"
"8.12.2013";"Český Krumlov";"Český Krumlov 8.12.2013";"Městské divadlo Český Krumlov o.p.s.";"Divadlo";"P-hot.20/2013";"Čeština";"48.810579,14.319167";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"9.12.2013";"Ivančice";"Ivančice 9.12.2013";"Kulturní a informační centrum Ivančice";"Kino Rena";"P-hot.19/2013";"Čeština";"49.101241,16.376798";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihomoravský";"Iveco"
"13.12.2013";"Turnov";"Turnov 13.12.2013";"MĚSTO TURNOV";"Náměstí";"P-hot.21/2013";"Čeština";"50.587301,15.157427";"";"";"";"";"0 min";"";"";"";"Česká republika";"Severočeský";"Iveco"
"14.12.2013";"Nebovidy";"Nebovidy 14.12.2013";"Nebovidská tvrz, z.s.";"Tvrz";"A-př.35/2013";"Čeština";"49.991471,15.219080";"Andělé";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"15.12.2013";"Přerov nad Labem";"Přerov nad Labem 15.12.2013";"Obec Přerov nad Labem";"Sál u Kotápišů";"A-hot.18/2013";"Čeština";"50.158255,14.823493";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"16.12.2013";"Přerov nad Labem";"Přerov nad Labem 16.12.2013";"Základní škola a mateřská škola Přerov nad Labem";"Sál u Kotápišů";"A-hot.19/2013";"Čeština";"50.158255,14.823493";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"1.12.2013";"Hosín";"Hosín 1-31.12.2013";"Národní ústav pro vzdělávání, školské poradenské zařízení a zařízení pro další vzdělávání pedagogických pracovníků";"Fara";"P-př.38/2013";"Čeština";"49.037128,14.476388";"Tvorba práce pro Národní ústav pro vzdělávání";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"9.11.2013";"Jihlava";"Jihlava 9.11.2013";"Luboš Cahák - AGENTURA MONIKA";"Obchodní centrum";"P-př.32/2013";"Čeština";"49.396744,15.590528";"";"";"";"";"0 min";"";"";"";"Česká republika";"Východočeský";"Iveco"
"21.6.2013";"Hluboká nad Vltavou";"Hluboká nad Vltavou 21.6.2013";"Fedrfechtýři";"Zámek";"A-bez.02/2013";"Čeština";"49.051448,14.439294";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"11.7.2013";"Štiřín";"Štiřín 11.7.2013";"Fedrfechtýři";"Zámek";"A-bez.03/2013";"Čeština";"49.916812,14.598656";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"6.10.2013";"Praha ";"Praha 6.10.2013";"TV Nova s.r.o.";"Barandov";"A-bez.04/2013";"Čeština";"50.031172,14.391871";"Točeno v centru Policie Modrava";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"7.11.2013";"České Budějovice";"České Budějovice 7.11.2013";"Zš Oskara Nedbala";"Metropol Malá scéna";"P-příjm.03/2013";"Čeština";"48.971759,14.478468";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"8.11.2013";"České Budějovice";"České Budějovice 8.11.2013";"Zš Oskara Nedbala";"Mertopol Malá scéna";"P-příjm.04/2013";"Čeština";"48.971759,14.478468";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"12.11.2013";"České Budějovice";"České Budějovice 12.11.2013";"Zš Oskara Nedbala";"Metropol Malá scéna";"A-přijm.02/2013";"Čeština";"48.971759,14.478468";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"13.11.2013";"České Budějovice";"České Budějovice 13.11.2013";"Zš Oskara Nedbala";"Metropol Malá scéna";"A-přijm.03/2013";"Čeština";"48.971759,14.478468";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"6.6.2012";"Pravětice ";"Pravětice 6.6.2012";"Klubko 55 s.r.o.";"Hotel Štamberk";"A-př.02/2012";"Čeština";"49.602724,14.870506";"Kejklíř
Moderátor";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"26.5.2012";"Věžnice";"Věžnice 26.5.2012";"ZDVOJENO";"Náves";"A-př.01/2012";"Čeština";"49.514605,15.695999";"2x";"";"";"";"0 min";"";"";"";"Česká republika";"Východočeský";"Iveco"
"26.5.2012";"Věžnice";"Věžnice 26.5.2012";"Luboš Sobotka";"Náves";"A-př.01/2012";"Čeština";"49.514633,15.695971";"2x";"";"";"";"0 min";"";"";"";"Česká republika";"Východočeský";"Iveco"
"9.6.2012";"Litovel";"Litovel 9.6.2012";"Městský klub Litovel";"Park Míru";"A-př.03/2012";"Čeština";"49.699126,17.076035";"";"";"";"";"0 min";"";"";"";"Česká republika";"Severomoravský";"Iveco"
"1.12.2018";"České Budějovice";"České Budějovice 1.12.2018";"Art4prmotion, s.r.o.";"Náměstí";"A-př.034/2018";"Čeština";"48.974509,14.473622";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"1.12.2018";"Český Krumlov";"Český Krumlov 1.12.2018";"Art4prmotion, s.r.o.";"Náměstí Svornosti";"A-př.035/2018";"Čeština";"48.810809,14.315101";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"1.12.2018";"Dyjákovičky";"Dyjákovičky 1.12.2018";"Obec Dyjákovičky";"KD";"P-př.052/2018";"Čeština";"48.784109,16.095540";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihomoravský";"Iveco"
"1.12.2018";"Praha ";"Praha Březiněves 1.12.2018";"MERLET s.r.o.";"Praha Březiněves - Ulice u Parku před žlutou budovou hasičů.";"P-př.053/2018";"Čeština";"50.165071,14.485550";"Andělská  pošta";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"2.12.2018";"Duchcov";"Duchcov 2.12.2018";"Město Duchcov,kulturní centrum Duchcov";"Náměstí Republiky";"P-př.056/2018";"Čeština";"50.6025269,13.7463244";"Andělé";"";"";"";"0 min";"";"";"";"Česká republika";"Severočeský";"Iveco"
"2.12.2018";"Kopřivnice";"Kopřivnice 2.12.2018";"Kulturní dům Kopřivnice";"KD Obránců Míru";"P-př.055/2018";"Čeština";"49.599446,18.144834";"";"";"";"";"0 min";"";"";"";"Česká republika";"Severomoravský";"Iveco"
"4.12.2018";"Úsilné";"Úsilné 4.12.2018";"Obec Úsilné";"Hasičárna";"A-př.036/2018";"Čeština";"49.011569,14.507554";"Mikuláš čert anděl";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"5.12.2018";"Praha ";"Praha 5.12.2018";"B P R-Bohemia public relation s.r.o.";"AbbVie s.r.o.Metronom Business Center, Bucharova 2817/13";"P-př.057/2018";"Čeština";"50.051820,14.350233";"Mikuláš čert anděl";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"9.12.2018";"Březnice";"Březnice 9.12.2018";"Město Březnice";"Dolní Valy 63, 262 72 Březnice";"P-př.059/2018";"Čeština";"49.556665,13.951311";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
"8.12.2018";"Telč";"Telč 8.12.2018";"PDT volnočasový z.s.";"Slavatovská 86";"P-př.058/2018";"Čeština";"49.187618,15.450686";"";"";"";"";"0 min";"";"";"";"Česká republika";"Východočeský";"Iveco"
"9.12.2018";"Veselí nad Moravou";"Veselí nad Moravou 9.12.2018";"Veselské kulturní centrum, z.ú.";"Náměstí Míru";"A-př.037/2018";"Čeština";"48.950891,17.383651";"Andělská pošta";"";"";"";"0 min";"";"";"";"Česká republika";"Jihomoravský";"Iveco"
"15.12.2018";"Tábor";"Tábor 15.12.2018";"Město Tábor";"náměstí T.G. Masaryka /před zemědělskou školou/";"P-př.060/2018";"Čeština";"49.412698,14.668603";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"14.12.2018";"Valašská Bystřice";"Valašská Bystřice 14.12.2018";"Cábová Ilona";"Náves";"A-bez.01/2018";"Čeština";"49.414207,18.109906";"Andělé";"";"";"";"0 min";"";"";"";"Česká republika";"Severomoravský";"Iveco"
"15.12.2018";"České Budějovice";"České Budějovice 15.12.2018";"Ing. Tomáš Karlík";"Česká 7, 370 01 České Budějovice";"P-př.061/2018";"Čeština";"48.977420,14.472683";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"15.12.2018";"České Budějovice";"České Budějovice 15.12.2018";"Marie Kubovcová";"Radnice";"A-př.038/2018";"Čeština";"48.974441,14.472264";"";"";"";"";"0 min";"";"";"";"Česká republika";"Jihočeský";"Iveco"
"16.12.2018";"Praha ";"Praha 16.12.2018";"Praha 14 kulturní";"KD Kyje, Šimanovská 47";"P-př.062/2018";"Čeština";"50.097806,14.543290";"";"";"";"";"0 min";"";"";"";"Česká republika";"Středočeský";"Iveco"
